ID_UNIDADE_GESTORA,CODIGOTCE,ESFERA,CODIGOMUNICIPIO,MUNICIPIO,ORGAO,SIGLA,SITUACAO,CNPJ,PODER,UNIFED,TipoPessoaJuridicaPublica,NATUREZA
803,999027,Estadual,P120,Recife,COMPANHIA PERNAMBUCANA DE CONTROLE POLUIÇÃO AMBIENTAL E DE ADMINISTRAÇÃO RECURSOS HÍDRICOS - CPRH,CPRH,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
804,999028,Estadual,P120,Recife,EMPRESA DE MELHORAMENTOS HABITACIONAIS PERNAMBUCO,EMHAPE,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
805,999029,Estadual,P120,Recife,GARANHUNS INDUSTRIAL S. A. - GISA,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
806,999030,Estadual,P120,Recife,Laboratório Farmacêutico do Estado de Pernambuco Governador Miguel Arraes S/A,LAFEPE,Ativa,10877926000113,Poder Executivo,PE,Vinculada,Sociedade de Economia Mista
807,999031,Estadual,P120,Recife,MINÉRIOS,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
808,999032,Estadual,P120,Recife,Pernambuco Participações e Investimentos S/A,PERPART,Ativa,02534914000168,Poder Executivo,PE,Vinculada,Sociedade de Economia Mista
809,999033,Estadual,P120,Recife,Porto do Recife S.A.,PORTO DO RECIFE,Ativa,04417870000111,Poder Executivo,PE,Vinculada,Sociedade de Economia Mista
810,999034,Estadual,P120,Recife,Empresa de Telecomunicações de Pernambuco,TELPE,Extinta - Desativada,10819803000126,Poder Executivo,PE,Não Vinculada,Sociedade de Economia Mista
811,999035,Estadual,P120,Recife,Cetepe,CETEPE,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Empresa Pública
812,999036,Estadual,P120,Recife,EMPRESA DE ABASTECIMENTO E EXTENSÃO RURAL DO ESTADO DE PERNAMBUCO - EBAPE,EBAPE,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Empresa Pública
813,999037,Estadual,P120,Recife,Emater-PE,EMATER,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Empresa Pública
814,999038,Estadual,P120,Recife,Empresa de Fomento da Informática do Estado de Pernambuco - FISEPE,FISEPE,Extinta - Desativada,35467000000180,Poder Executivo,PE,Não Vinculada,Empresa Pública
816,999040,Estadual,P120,Recife,Instituto Agronômico de Pernambuco,IPA,Ativa,10912293000137,Poder Executivo,PE,Vinculada,Empresa Pública
817,999041,Estadual,P120,Recife,Empresa Metropolitana de Transportes Urbanos,EMTU,Extinta - Desativada,11531258000130,Poder Executivo,PE,Não Vinculada,Empresa Pública
818,999042,Estadual,P120,Recife,COMPANHIA DE SEMENTES E MUDAS DE PERNAMBUCO - SEMEMPE,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Empresa Pública
819,999043,Estadual,P120,Recife,Centro Integrado de Saúde Amaury de Medeiros,CISAM,Ativa,11022597001244,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
820,999044,Estadual,P120,Recife,INSTITUTO  DE DESENVOLVIMENTO  DE PERNAMBUCO - CONDEPE,CONDEPE,Extinta - Desativada,05744181000184,Poder Executivo,PE,Não Vinculada,Fundação Pública
821,999045,Estadual,P120,Recife,Escola Politécnica de Pernambuco,POLI,Ativa,11022597000515,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
822,999046,Estadual,P120,Recife,Escola Superior de Educação Física,ESEF,Ativa,11022597000949,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
823,999047,Estadual,P120,Recife,Faculdade de Ciências da Administração de Pernambuco,FCAP,Ativa,11022597000434,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
824,999048,Estadual,P120,Recife,Faculdade de Ciências Médicas,FCM,Ativa,11022597000272,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
825,999049,Estadual,P120,Recife,Faculdade de Enfermagem Nossa Senhora das Graças,FENSG,Ativa,11022597000604,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
829,999053,Estadual,P120,Recife,FUNDAÇÃO ESTADUAL DO BEM ESTAR DO MENOR - FEBEM,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Fundação Pública
830,999054,Estadual,P120,Recife,FUNDAÇÃO DESENVOLVIMENTO MUNICIPAL INTERIOR DE PERNAMBUCO - FIAM,FIAM,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Fundação Pública
831,999055,Estadual,P120,Recife,FUNDAÇÃO DESENVOLVIMENTO MUNICIPAL DO RECIFE - FIDEM,FIDEM,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Fundação Pública
832,999056,Estadual,P120,Recife,FIPE,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Fundação Pública
833,999057,Estadual,P120,Recife,Fundação da Criança e do Adolescente - FUNDAC,FUNDAC,Extinta - Transformada,11722741000100,Poder Executivo,PE,Não Vinculada,Fundação Pública
834,999058,Estadual,P120,Recife,Fundação de Hematologia e Hemoterapia de Pernambuco,HEMOPE,Ativa,10564953000136,Poder Executivo,PE,Vinculada,Fundação Pública
835,999059,Estadual,P120,Recife,Fundação de Amparo À Ciência e Tecnologia do Estado de Pernambuco,FACEPE,Ativa,24566440000179,Poder Executivo,PE,Vinculada,Fundação Pública
836,999060,Estadual,P120,Recife,Fundação de Aposentadorias e Pensões dos Servidores do Estado de Pernambuco,FUNAPE,Ativa,05136779000190,Poder Executivo,PE,Vinculada,Fundação Pública
838,999062,Estadual,P120,Recife,Fundação do Patrimônio Histórico e Artístico de Pernambuco,FUNDARPE,Ativa,08032567000151,Poder Executivo,PE,Vinculada,Fundação Pública
840,999064,Estadual,P120,Recife,Fundação de Atendimento Socioeducativo,FUNASE,Ativa,11722741000100,Poder Executivo,PE,Vinculada,Fundação Pública
841,999065,Estadual,P120,Recife,FUNDAÇÃO PARA O DESENVOLVIMENTO DOS ESPORTES EM PERNAMBUCO - FUNDESPE,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Fundação Pública
842,999066,Estadual,P120,Recife,FUNDAÇÃO DE SAÚDE AMAURY DE MEDEIROS - FUSAM,FUSAM,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Fundação Pública
843,999067,Estadual,P120,Recife,Hospital Universitário Oswaldo Cruz,HUOC,Ativa,11022597001325,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
844,999068,Estadual,P120,Recife,Instituto de Ciências Biológicas,ICB,Ativa,11022597001406,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
845,999069,Estadual,P120,Recife,FUNDAÇÃO DO INSTITUTO TECNOLÓGICO DO ESTADO DE PERNAMBUCO - ITEP,ITEP,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Fundação Pública
846,999070,Estadual,P120,Recife,Pronto-socorro Cardiológico Universitário de Pernambuco Prof. Luiz Tavares,PROCAPE,Ativa,11022597001597,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
848,999072,Estadual,P120,Recife,Universidade de Pernambuco,UPE,Ativa,11022597000191,Poder Executivo,PE,Vinculada,Fundação Pública
849,999073,Estadual,P120,Recife,Agência Estadual de Meio Ambiente,CPRH,Ativa,06052204000152,Poder Executivo,PE,Vinculada,Autarquia
851,999075,Estadual,P120,Recife,Agência Estadual de Tecnologia da Informação,ATI,Ativa,06067608000110,Poder Executivo,PE,Vinculada,Autarquia
852,999076,Estadual,P120,Recife,Agência Estadual de Planejamento e Pesquisas de Pernambuco,CONDEPE/FIDEM,Ativa,05744181000184,Poder Executivo,PE,Vinculada,Autarquia
853,999077,Estadual,P120,Recife,Casa do Estudante de Pernambuco,CEP,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Autarquia
856,999080,Estadual,P120,Recife,Departamento Estadual de Trânsito de Pernambuco,DETRAN/PE,Ativa,09753781000160,Poder Executivo,PE,Vinculada,Autarquia
857,999081,Estadual,P120,Recife,Departamento de Estradas de Rodagem do Estado de Pernambuco,DER,Ativa,11554474000100,Poder Executivo,PE,Vinculada,Autarquia
859,999083,Estadual,P120,Recife,Distrito Estadual de Fernando de Noronha,DEFN,Ativa,40817926000199,Poder Executivo,PE,Vinculada,Autarquia
860,999084,Estadual,P120,Recife,Escola de Saúde Pública do Estado de Pernambuco,ESPPE,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Autarquia
862,999086,Estadual,P120,Recife,Instituto de Previdência dos Servidores do Estado de Pernambuco - IPSEP,IPSEP,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Autarquia
863,999087,Estadual,P120,Recife,Instituto de Pesos e Medidas do Estado de Pernambuco,IPEM,Ativa,10975589000105,Poder Executivo,PE,Vinculada,Autarquia
864,999088,Estadual,P120,Recife,Instituto de Recursos Humanos do Estado de Pernambuco,IRH,Ativa,11944899000117,Poder Executivo,PE,Vinculada,Autarquia
865,999089,Estadual,P120,Recife,Junta Comercial de Pernambuco,JUCEPE,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Autarquia
866,999090,Estadual,P120,Recife,Junta Comercial do Estado de Pernambuco,JUCEPE,Ativa,10054583000197,Poder Executivo,PE,Vinculada,Autarquia
869,999093,Estadual,P120,Recife,Sistema de Assistência À Saúde dos Servidores do Estado de Pernambuco,SASSEPE,Ativa,11944899000206,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
870,999094,Estadual,P120,Recife,SSAM,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Autarquia
871,999095,Estadual,P120,Recife,Agência de Defesa  e Fiscalização Agropecuária de Pernambuco,ADAGRO,Extinta - Desativada,06193129000140,Poder Executivo,PE,Vinculada,Órgão Autônomo
872,999096,Estadual,P120,Recife,Agência Pernambucana de Vigilância Sanitária,APEVISA,Ativa,08334329000109,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
873,999097,Estadual,P120,Recife,Assessoria Especial do Governador,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
874,999098,Estadual,P120,Recife,Assistência Judiciária do Estado,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
877,999101,Estadual,P120,Recife,Diretoria de Apoio Administrativo Ao Sistema de Saúde,DASIS,Ativa,11339827000140,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
878,999102,Estadual,P120,Recife,Centro de Ensino Experimental Ginásio Pernambucano,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
879,999103,Estadual,P120,Recife,Colônia Penal Feminina,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
881,999105,Estadual,P120,Recife,Conselho Estadual de Defesa dos Direitos da Criança e do Adolescente,CEDCA,Ativa,12051320000150,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
882,999106,Estadual,P120,Recife,Conservatório Pernambucano de Música,CPM,Ativa,10572071029102,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
883,999107,Estadual,P120,Recife,Consultoria Jurídica do Estado,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
885,999109,Estadual,P120,Recife,Corpo de Bombeiros Militar de Pernambuco,CBMPE,Ativa,00358773000144,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
886,999110,Estadual,P120,Recife,Corregedoria Geral da Secretaria de Defesa Social,Cor. Ger SDS,Ativa,04454076000148,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
887,999111,Estadual,P120,Recife,Corregedoria da Justiça,,Extinta - Desativada,99999999999962,Poder Judiciário,PE,Vinculada,Órgão Autônomo
888,999112,Estadual,P120,Recife,Corregedoria Geral do Estado,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
891,999115,Estadual,P120,Recife,Defensoria Pública do Estado de Pernambuco,DPPE,Ativa,02899512000167,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
892,999116,Estadual,P120,Recife,Departamento de Polícia da Criança e do Adolescente,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
894,999118,Estadual,P120,Recife,Diretoria de Defesa e Proteção ao Consumidor,PROCON,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
897,999121,Estadual,P120,Recife,Diretoria de Justiça e Cidadania,DIREJ,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
898,999122,Estadual,P120,Recife,Diretoria Executiva da Receita Tributária,DRT,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
899,999123,Estadual,P120,Recife,Diretoria Executiva de Fiscalização de Estabelecimentos,DEFES,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
900,999124,Estadual,P120,Recife,Diretoria Executiva de Mercadorias de Trânsito,DMT,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
901,999125,Estadual,P120,Recife,Diretoria Geral do Sistema Penitenciario - DISIPE,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
902,999126,Estadual,P120,Recife,Encargos Gerais do Estado de Pernambuco - Secretaria da Fazenda,,Ativa,10571982000125,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
903,999127,Estadual,P120,Recife,Encargos Gerais do Estado - Secretaria de Administração,ENCARGOS GERAIS-SARE,Ativa,10572022000260,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
905,999129,Estadual,P120,Recife,Escola de Contas Públicas Professor Barreto Guimarães,ECPBG,Ativa,02770511000118,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
906,999130,Estadual,P120,Recife,Escola do Legislativo do Estado de Pernambuco,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
907,999131,Estadual,P120,Recife,Gabinete Civil,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
908,999132,Estadual,P120,Recife,Gabinete Do Superintendente Do Sistema Previdenciário,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
909,999133,Estadual,P120,Recife,Gabinete do Vice-governador,GVGOV,Ativa,12056036000176,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
910,999134,Estadual,P120,Recife,Coordenadoria Geral de Proteção e Defesa do Consumidor,PROCON,Ativa,21798620000279,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
911,999135,Estadual,P120,Recife,Manicômio Judiciário,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
912,999136,Estadual,P120,Recife,Justiça Militar de Pernambuco,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
913,999137,Estadual,P120,Recife,Laboratório Central de Saúde Pública Dr. Milton Bezerra Sobral,LACEN/PE,Ativa,10572048001361,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
914,999138,Estadual,P120,Recife,Núcleo de Apoio Administrativo - Safi,SAFI,Ativa,10572014000648,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
915,999139,Estadual,P120,Recife,Núcleo de Apoio Administrativo - Drr I Rf Sul,NAPA SUL,Ativa,10572014000486,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
916,999140,Estadual,P120,Recife,Núcleo de Apoio Administrativo - I Região Fiscal Norte,DRR - I,Ativa,10572014000729,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
917,999141,Estadual,P120,Recife,Nùcleo de Apoio Administrativo da egião Metropolitana II,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
918,999142,Estadual,P120,Recife,Parque Estadual Dois Irmãos,PEDI,Ativa,13471612000295,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
919,999143,Estadual,P120,Recife,Penitenciaria Professor Barreto Campelo,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
920,999144,Estadual,P120,Recife,Penitenciaria Regional do Agreste,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
921,999145,Estadual,P120,Recife,Polícia Civil de Pernambuco,PCPE,Ativa,10572063000176,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
922,999146,Estadual,P120,Recife,Polícia Militar de Pernambuco,PMPE,Ativa,11433190000157,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
924,999148,Estadual,P120,Recife,Presídio Professor Aníbal Bruno,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
925,999149,Estadual,P120,Recife,Programa de Educação Integral,PEI,Ativa,10572071004703,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
926,999150,Estadual,P120,Recife,Programa Estadual de Apoio Ao Pequeno Produtor Rural,PRORURAL,Ativa,05971836000157,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
927,999151,Estadual,P120,Recife,Programa Melhoria da Qualidade da Educação Básica No Estado de Pernambuco,EDUQ,Ativa,10572071004614,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
928,999152,Estadual,P120,Recife,Programa de Modernização da Gestão e do Planejamento do Estado de Pernambuco,PNAGE-PE,Ativa,02965057000231,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
929,999153,Estadual,P120,Recife,Programa de Apoio Ao Desenvolvimento Sustentável da Zona da Mata de Pernambuco,PROMATA,Ativa,04806051000166,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
931,999155,Estadual,P120,Recife,Programa de Modernização da Administração Fazendária,PROMOFAZ,Extinta - Desativada,10572014000133,Poder Executivo,PE,Vinculada,Órgão Autônomo
934,999158,Estadual,P120,Recife,Secretaria de Educação e Esportes - Metropolitana Norte,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
935,999159,Estadual,P120,Recife,Secretaria de Educação e Esportes - Metropolitana Sul,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
936,999160,Estadual,P120,Recife,Secretaria de Educação e Esportes - Recife Norte,,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Órgão Autônomo
